gene    set1 set2
Gene7095 1 0
Gene7096 0 1
Gene7097 1 1
Gene7098 1 1
Gene7099 0 1
Gene7100 0 0
Gene7101 1 1
Gene7102 1 1
Gene7103 1 1
Gene7104 1 1
Gene7105 0 0
Gene7106 0 0
Gene7107 0 1
Gene7108 0 0
Gene7109 0 0
Gene7110 0 1
Gene7111 0 0
Gene7112 0 0
Gene7113 0 0
Gene7114 0 0
Gene7115 0 1
Gene7116 0 1
Gene7117 0 0
Gene7118 0 1
Gene7119 0 1
Gene7120 0 0
Gene7121 0 0
Gene7122 0 1
Gene7123 0 0
Gene7124 0 0
Gene7125 1 1
Gene7126 0 1
Gene7127 0 0
Gene7128 1 0
Gene7129 0 0
Gene7130 0 0
Gene7131 1 1
Gene7132 0 0
Gene7133 0 1
Gene7134 1 1
Gene7135 1 0
Gene7136 1 0
Gene7137 1 1
Gene7138 0 1
Gene7139 1 0
Gene7140 0 1
Gene7141 0 1
Gene7142 1 0
Gene7143 0 1
Gene7144 0 1
Gene7145 1 0
Gene7146 1 0
Gene7147 1 0
Gene7148 1 0
Gene7149 1 0
Gene7150 0 1
Gene7151 1 0
Gene7152 0 0
Gene7153 0 0
Gene7154 0 1
Gene7155 0 1
Gene7156 0 0
Gene7157 1 1
Gene7158 0 0
Gene7159 1 1
Gene7160 0 0
Gene7161 0 0
Gene7162 0 0
Gene7163 0 1
Gene7164 1 1
Gene7165 1 1
Gene7166 0 0
Gene7167 1 1
Gene7168 0 0
Gene7169 0 0
Gene7170 0 1
Gene7171 0 1
Gene7172 0 1
Gene7173 0 1
Gene7174 0 1
Gene7175 1 0
Gene7176 1 1
Gene7177 1 1
Gene7178 0 0
Gene7179 0 1
Gene7180 0 0
Gene7181 0 1
Gene7182 0 0
Gene7183 1 1
Gene7184 1 0
Gene7185 0 0
Gene7186 0 0
Gene7187 0 0
Gene7188 0 0
Gene7189 1 0
Gene7190 1 1
Gene7191 1 0
Gene7192 0 1
Gene7193 0 1
Gene7194 1 1
Gene7195 1 0
Gene7196 0 0
Gene7197 0 0
Gene7198 1 0
Gene7199 1 0
Gene7200 0 1
Gene7201 0 0
Gene7202 0 0
Gene7203 1 1
Gene7204 1 0
Gene7205 0 1
Gene7206 1 1
Gene7207 0 0
Gene7208 1 1
Gene7209 1 0
Gene7210 0 0
Gene7211 1 0
Gene7212 1 1
Gene7213 0 0
Gene7214 0 0
Gene7215 0 1
Gene7216 1 0
Gene7217 1 1
Gene7218 0 1
Gene7219 0 0
Gene7220 1 1
Gene7221 0 0
Gene7222 0 0
Gene7223 1 0
Gene7224 0 0
Gene7225 0 0
Gene7226 1 1
Gene7227 0 0
Gene7228 0 0
Gene7229 0 1
Gene7230 0 0
Gene7231 0 0
Gene7232 0 1
Gene7233 1 0
Gene7234 0 0
Gene7235 1 1
Gene7236 1 0
Gene7237 1 0
Gene7238 1 0
Gene7239 0 0
Gene7240 0 1
Gene7241 0 1
Gene7242 0 0
Gene7243 0 1
Gene7244 0 0
Gene7245 0 1
Gene7246 0 0
Gene7247 1 0
Gene7248 0 1
Gene7249 1 0
Gene7250 0 1
Gene7251 0 0
Gene7252 1 0
Gene7253 1 1
Gene7254 1 1
Gene7255 0 1
Gene7256 1 0
Gene7257 0 1
Gene7258 0 0
Gene7259 0 1
Gene7260 1 0
Gene7261 1 0
Gene7262 1 1
Gene7263 1 1
Gene7264 0 0
Gene7265 0 1
Gene7266 0 0
Gene7267 1 0
Gene7268 0 1
Gene7269 0 0
Gene7270 0 1
Gene7271 0 0
Gene7272 1 1
Gene7273 1 1
Gene7274 0 0
Gene7275 1 0
Gene7276 1 1
Gene7277 0 1
Gene7278 0 1
Gene7279 1 0
Gene7280 0 0
Gene7281 0 1
Gene7282 0 1
Gene7283 1 1
Gene7284 1 0
Gene7285 0 1
Gene7286 1 1
Gene7287 1 1
Gene7288 0 0
Gene7289 1 1
Gene7290 0 0
Gene7291 0 1
Gene7292 1 0
Gene7293 1 1
Gene7294 0 1
Gene7295 0 1
Gene7296 0 0
Gene7297 0 0
Gene7298 0 0
Gene7299 0 1
Gene7300 0 1
Gene7301 1 0
Gene7302 0 1
Gene7303 1 0
Gene7304 1 1
Gene7305 1 1
Gene7306 0 0
Gene7307 0 0
Gene7308 0 1
Gene7309 0 1
Gene7310 0 0
Gene7311 0 1
Gene7312 1 1
Gene7313 0 0
Gene7314 1 0
Gene7315 0 0
Gene7316 1 1
Gene7317 0 0
Gene7318 1 0
Gene7319 1 0
Gene7320 0 1
Gene7321 0 0
Gene7322 0 1
Gene7323 0 0
Gene7324 0 1
Gene7325 1 1
Gene7326 0 1
Gene7327 1 0
Gene7328 0 0
Gene7329 1 0
Gene7330 0 1
Gene7331 1 0
Gene7332 1 0
Gene7333 0 1
Gene7334 1 0
Gene7335 1 0
Gene7336 1 0
Gene7337 0 1
Gene7338 1 1
Gene7339 0 0
Gene7340 0 0
Gene7341 0 0
Gene7342 1 0
Gene7343 0 0
Gene7344 1 1
Gene7345 1 0
Gene7346 1 0
Gene7347 1 1
Gene7348 1 0
Gene7349 1 0
Gene7350 0 0
Gene7351 1 0
Gene7352 0 0
Gene7353 0 0
Gene7354 1 0
Gene7355 0 0
Gene7356 1 0
Gene7357 1 0
Gene7358 0 0
Gene7359 0 1
Gene7360 1 1
Gene7361 0 0
Gene7362 0 0
Gene7363 0 0
Gene7364 0 1
Gene7365 0 0
Gene7366 0 0
Gene7367 0 0
Gene7368 1 0
Gene7369 1 1
Gene7370 0 0
Gene7371 0 1
Gene7372 0 0
Gene7373 0 0
Gene7374 1 0
Gene7375 0 0
Gene7376 0 0
Gene7377 0 0
Gene7378 0 1
Gene7379 0 0
Gene7380 0 1
Gene7381 0 1
Gene7382 1 0
Gene7383 0 0
Gene7384 1 1
Gene7385 1 1
Gene7386 0 1
Gene7387 0 0
Gene7388 1 0
Gene7389 0 0
Gene7390 1 1
Gene7391 1 0
Gene7392 0 1
Gene7393 1 0
Gene7394 1 0
Gene7395 0 0
Gene7396 0 1
Gene7397 0 0
Gene7398 0 1
Gene7399 1 0
Gene7400 0 0
Gene7401 0 0
Gene7402 0 0
Gene7403 0 0
Gene7404 0 0
Gene7405 1 0
Gene7406 0 1
Gene7407 0 0
Gene7408 0 1
Gene7409 0 1
Gene7410 1 0
Gene7411 1 0
Gene7412 0 1
Gene7413 0 1
Gene7414 0 1
Gene7415 0 1
Gene7416 0 0
Gene7417 0 0
Gene7418 0 1
Gene7419 0 1
Gene7420 0 1
Gene7421 1 1
Gene7422 0 1
Gene7423 1 1
Gene7424 1 0
Gene7425 0 1
Gene7426 1 0
Gene7427 1 1
Gene7428 0 0
Gene7429 0 0
Gene7430 1 1
Gene7431 0 0
Gene7432 0 1
Gene7433 0 1
Gene7434 1 1
Gene7435 1 0
Gene7436 0 1
Gene7437 1 1
Gene7438 1 0
Gene7439 0 1
Gene7440 0 0
Gene7441 0 1
Gene7442 1 1
Gene7443 0 0
Gene7444 0 0
Gene7445 1 1
Gene7446 0 0
Gene7447 0 1
Gene7448 1 1
Gene7449 1 0
Gene7450 1 0
Gene7451 0 0
Gene7452 1 0
Gene7453 0 0
Gene7454 1 0
Gene7455 0 0
Gene7456 0 1
Gene7457 0 0
Gene7458 1 0
Gene7459 0 0
Gene7460 1 1
Gene7461 0 0
Gene7462 1 0
Gene7463 0 0
Gene7464 0 1
Gene7465 0 0
Gene7466 1 0
Gene7467 0 1
Gene7468 1 1
Gene7469 1 0
Gene7470 0 0
Gene7471 1 0
Gene7472 1 1
Gene7473 1 0
Gene7474 0 1
Gene7475 0 1
Gene7476 1 0
Gene7477 0 0
Gene7478 1 0
Gene7479 0 1
Gene7480 1 1
Gene7481 1 0
Gene7482 0 0
Gene7483 0 0
Gene7484 0 0
Gene7485 0 1
Gene7486 1 0
Gene7487 0 0
Gene7488 1 0
Gene7489 1 1
Gene7490 0 1
Gene7491 0 1
Gene7492 0 0
Gene7493 1 1
Gene7494 0 0
Gene7495 0 0
Gene7496 0 0
Gene7497 1 0
Gene7498 0 0
Gene7499 1 0
Gene7500 1 1
Gene7501 0 0
Gene7502 1 0
Gene7503 1 0
Gene7504 1 0
Gene7505 1 0
Gene7506 1 1
Gene7507 0 1
Gene7508 0 1
Gene7509 0 0
Gene7510 0 1
Gene7511 1 1
Gene7512 1 0
Gene7513 1 1
Gene7514 0 0
Gene7515 0 1
Gene7516 0 0
Gene7517 1 1
Gene7518 1 0
Gene7519 0 0
Gene7520 0 1
Gene7521 0 1
Gene7522 1 0
Gene7523 1 0
Gene7524 0 1
Gene7525 0 0
Gene7526 0 1
Gene7527 0 0
Gene7528 1 0
Gene7529 0 0
Gene7530 1 0
Gene7531 0 1
Gene7532 0 0
Gene7533 0 1
Gene7534 1 0
Gene7535 1 0
Gene7536 1 0
Gene7537 1 0
Gene7538 0 0
Gene7539 0 0
Gene7540 0 1
Gene7541 0 0
Gene7542 1 0
Gene7543 0 0
Gene7544 1 1
Gene7545 0 1
Gene7546 0 0
Gene7547 0 1
Gene7548 0 1
Gene7549 1 0
Gene7550 0 0
Gene7551 0 1
Gene7552 0 0
Gene7553 1 0
Gene7554 1 1
Gene7555 0 0
Gene7556 0 1
Gene7557 0 1
Gene7558 1 1
Gene7559 1 0
Gene7560 0 0
Gene7561 0 1
Gene7562 0 0
Gene7563 0 1
Gene7564 1 0
Gene7565 0 0
Gene7566 0 1
Gene7567 1 1
Gene7568 0 0
Gene7569 0 0
Gene7570 1 1
Gene7571 0 0
Gene7572 0 1
Gene7573 0 0
Gene7574 0 0
Gene7575 0 0
Gene7576 1 1
Gene7577 0 1
Gene7578 0 0
Gene7579 1 0
Gene7580 0 1
Gene7581 0 0
Gene7582 0 1
Gene7583 0 0
Gene7584 0 0
Gene7585 1 0
Gene7586 0 1
Gene7587 0 0
Gene7588 0 0
Gene7589 0 0
Gene7590 1 0
Gene7591 0 0
Gene7592 0 1
Gene7593 0 0
Gene7594 0 0
Gene7595 0 0
Gene7596 0 0
Gene7597 0 1
Gene7598 1 1
Gene7599 0 1
Gene7600 0 1
Gene7601 1 0
Gene7602 0 0
Gene7603 1 0
Gene7604 1 0
Gene7605 1 1
Gene7606 0 1
Gene7607 0 0
Gene7608 1 0
Gene7609 0 0
Gene7610 0 0
Gene7611 1 1
Gene7612 0 0
Gene7613 0 0
Gene7614 0 0
Gene7615 0 1
Gene7616 0 1
Gene7617 0 1
Gene7618 1 0
Gene7619 0 1
Gene7620 1 0
Gene7621 0 1
Gene7622 1 1
Gene7623 0 1
Gene7624 0 1
Gene7625 0 1
Gene7626 1 1
Gene7627 0 0
Gene7628 1 1
Gene7629 1 0
Gene7630 1 0
Gene7631 0 0
Gene7632 0 1
Gene7633 0 1
Gene7634 1 0
Gene7635 0 1
Gene7636 0 1
Gene7637 0 1
Gene7638 1 1
Gene7639 0 0
Gene7640 0 0
Gene7641 1 0
Gene7642 0 0
Gene7643 0 0
Gene7644 0 1
Gene7645 0 0
Gene7646 1 1
Gene7647 1 0
Gene7648 0 0
Gene7649 0 1
Gene7650 1 1
Gene7651 1 1
Gene7652 1 1
Gene7653 1 0
Gene7654 1 0
Gene7655 1 0
Gene7656 0 0
Gene7657 1 0
Gene7658 1 0
Gene7659 0 1
Gene7660 0 1
Gene7661 0 1
Gene7662 0 0
Gene7663 1 0
Gene7664 0 1
Gene7665 0 1
Gene7666 1 0
Gene7667 0 1
Gene7668 0 0
Gene7669 1 1
Gene7670 0 1
Gene7671 0 1
Gene7672 0 0
Gene7673 1 0
Gene7674 0 1
Gene7675 0 0
Gene7676 0 1
Gene7677 1 1
Gene7678 0 0
Gene7679 0 1
Gene7680 0 0
Gene7681 1 0
Gene7682 0 1
Gene7683 0 1
Gene7684 0 0
Gene7685 0 1
Gene7686 0 0
Gene7687 1 0
Gene7688 0 0
Gene7689 0 0
Gene7690 0 0
Gene7691 0 0
Gene7692 0 0
Gene7693 1 0
Gene7694 1 1
Gene7695 1 0
Gene7696 1 0
Gene7697 1 1
Gene7698 0 0
Gene7699 0 0
Gene7700 1 0
Gene7701 0 1
Gene7702 0 0
Gene7703 1 0
Gene7704 0 0
Gene7705 1 1
Gene7706 0 1
Gene7707 1 0
Gene7708 0 1
Gene7709 0 0
Gene7710 0 0
Gene7711 0 0
Gene7712 0 1
Gene7713 1 1
Gene7714 1 0
Gene7715 0 0
Gene7716 0 0
Gene7717 1 1
Gene7718 0 0
Gene7719 1 0
Gene7720 0 0
Gene7721 0 1
Gene7722 0 1
Gene7723 0 0
Gene7724 0 0
Gene7725 0 0
Gene7726 0 0
Gene7727 0 0
Gene7728 0 1
Gene7729 1 0
Gene7730 0 0
Gene7731 0 1
Gene7732 0 0
Gene7733 0 1
Gene7734 0 0
Gene7735 0 1
Gene7736 1 0
Gene7737 1 0
Gene7738 0 1
Gene7739 0 0
Gene7740 0 1
Gene7741 1 1
Gene7742 0 0
Gene7743 0 1
Gene7744 1 1
Gene7745 1 1
Gene7746 0 1
Gene7747 1 0
Gene7748 0 1
Gene7749 1 0
Gene7750 1 1
Gene7751 1 0
Gene7752 0 0
Gene7753 0 1
Gene7754 0 0
Gene7755 0 0
Gene7756 1 1
Gene7757 0 1
Gene7758 1 1
Gene7759 0 0
Gene7760 0 1
Gene7761 0 0
Gene7762 1 0
Gene7763 0 0
Gene7764 0 1
Gene7765 0 1
Gene7766 0 0
Gene7767 0 0
Gene7768 1 0
Gene7769 1 0
Gene7770 1 0
Gene7771 0 0
Gene7772 1 0
Gene7773 1 1
Gene7774 0 1
Gene7775 0 0
Gene7776 0 1
Gene7777 0 1
Gene7778 1 1
Gene7779 0 0
Gene7780 0 0
Gene7781 1 1
Gene7782 1 0
Gene7783 0 0
Gene7784 0 1
Gene7785 0 1
Gene7786 0 1
Gene7787 1 0
Gene7788 0 0
Gene7789 1 0
Gene7790 0 0
Gene7791 1 1
Gene7792 0 1
Gene7793 1 0
Gene7794 0 0
Gene7795 0 1
Gene7796 1 1
Gene7797 1 0
Gene7798 1 0
Gene7799 0 0
Gene7800 0 0
Gene7801 0 0
Gene7802 0 0
Gene7803 0 1
Gene7804 1 1
Gene7805 1 0
Gene7806 0 0
Gene7807 1 0
Gene7808 0 0
Gene7809 0 0
Gene7810 0 1
Gene7811 1 0
Gene7812 1 0
Gene7813 0 0
Gene7814 1 0
Gene7815 1 1
Gene7816 0 0
Gene7817 1 0
Gene7818 1 0
Gene7819 1 1
Gene7820 0 0
Gene7821 0 0
Gene7822 0 1
Gene7823 1 0
Gene7824 1 1
Gene7825 1 1
Gene7826 0 1
Gene7827 0 0
Gene7828 1 0
Gene7829 0 1
Gene7830 0 0
Gene7831 1 1
Gene7832 0 1
Gene7833 0 0
Gene7834 0 1
Gene7835 0 1
Gene7836 0 1
Gene7837 0 0
Gene7838 0 1
Gene7839 1 0
Gene7840 1 1
Gene7841 0 1
Gene7842 1 1
Gene7843 0 0
Gene7844 0 0
Gene7845 1 0
Gene7846 1 0
Gene7847 0 0
Gene7848 0 1
Gene7849 1 1
Gene7850 1 0
Gene7851 1 0
Gene7852 1 0
Gene7853 1 1
Gene7854 0 1
Gene7855 1 1
Gene7856 1 1
Gene7857 1 0
Gene7858 0 1
Gene7859 0 0
Gene7860 0 0
Gene7861 1 1
Gene7862 1 1
Gene7863 1 1
Gene7864 1 0
Gene7865 1 0
Gene7866 0 0
Gene7867 0 0
Gene7868 0 1
Gene7869 0 0
Gene7870 0 1
Gene7871 0 0
Gene7872 1 1
Gene7873 1 1
Gene7874 1 1
Gene7875 0 0
Gene7876 1 0
Gene7877 0 0
Gene7878 1 0
Gene7879 1 0
Gene7880 1 0
Gene7881 0 0
Gene7882 0 0
Gene7883 1 0
Gene7884 0 1
Gene7885 1 0
Gene7886 0 0
Gene7887 1 0
Gene7888 1 0
Gene7889 0 0
Gene7890 1 1
Gene7891 0 0
Gene7892 0 1
Gene7893 1 1
Gene7894 1 1
Gene7895 1 1
Gene7896 0 1
Gene7897 1 1
Gene7898 1 0
Gene7899 0 0
Gene7900 1 0
Gene7901 1 1
Gene7902 0 1
Gene7903 0 0
Gene7904 0 0
Gene7905 1 0
Gene7906 0 0
Gene7907 0 0
Gene7908 0 1
Gene7909 0 0
Gene7910 0 1
Gene7911 1 0
Gene7912 1 0
Gene7913 0 0
Gene7914 0 1
Gene7915 1 0
Gene7916 0 1
Gene7917 1 1
Gene7918 0 1
Gene7919 1 0
Gene7920 0 0
Gene7921 1 0
Gene7922 1 0
Gene7923 0 0
Gene7924 0 1
Gene7925 1 1
Gene7926 0 0
Gene7927 1 0
Gene7928 0 0
Gene7929 0 1
Gene7930 1 0
Gene7931 0 1
Gene7932 1 1
Gene7933 0 0
Gene7934 1 0
Gene7935 1 0
Gene7936 1 1
Gene7937 1 1
Gene7938 1 0
Gene7939 0 0
Gene7940 1 0
Gene7941 0 0
Gene7942 1 0
Gene7943 0 0
Gene7944 0 0
Gene7945 0 0
Gene7946 1 0
Gene7947 0 0
Gene7948 0 0
Gene7949 0 0
Gene7950 1 1
Gene7951 1 1
Gene7952 1 0
Gene7953 0 1
Gene7954 0 0
Gene7955 1 0
Gene7956 0 1
Gene7957 1 0
Gene7958 0 1
Gene7959 0 0
Gene7960 0 1
Gene7961 0 0
Gene7962 0 0
Gene7963 0 1
Gene7964 0 0
Gene7965 1 1
Gene7966 0 1
Gene7967 0 0
Gene7968 1 1
Gene7969 0 0
Gene7970 0 1
Gene7971 0 0
Gene7972 0 0
Gene7973 0 1
Gene7974 0 0
Gene7975 0 0
Gene7976 1 0
Gene7977 1 1
Gene7978 0 0
Gene7979 1 1
Gene7980 0 0
Gene7981 0 0
Gene7982 1 0
Gene7983 1 0
Gene7984 1 1
Gene7985 0 0
Gene7986 0 1
Gene7987 0 0
Gene7988 0 1
Gene7989 1 1
Gene7990 0 1
Gene7991 0 0
Gene7992 0 0
Gene7993 1 0
Gene7994 0 0
Gene7995 1 0
Gene7996 0 0
Gene7997 0 0
Gene7998 1 1
Gene7999 1 0
Gene8000 0 1
Gene8001 0 1
Gene8002 0 0
Gene8003 1 0
Gene8004 0 0
Gene8005 1 0
Gene8006 1 0
Gene8007 0 0
Gene8008 0 1
Gene8009 0 1
Gene8010 0 0
Gene8011 1 0
Gene8012 1 0
Gene8013 0 1
Gene8014 0 0
Gene8015 1 0
Gene8016 0 0
Gene8017 0 1
Gene8018 0 1
Gene8019 1 1
Gene8020 0 0
Gene8021 1 0
Gene8022 1 0
Gene8023 1 1
Gene8024 1 0
Gene8025 0 1
Gene8026 0 0
Gene8027 0 1
Gene8028 0 1
Gene8029 0 0
Gene8030 1 0
Gene8031 1 0
Gene8032 1 0
Gene8033 0 0
Gene8034 0 0
Gene8035 0 0
Gene8036 1 0
Gene8037 0 0
Gene8038 0 1
Gene8039 0 1
Gene8040 1 0
Gene8041 1 0
Gene8042 1 1
Gene8043 0 1
Gene8044 0 0
Gene8045 1 1
Gene8046 0 1
Gene8047 0 1
Gene8048 0 0
Gene8049 0 1
Gene8050 1 0
Gene8051 1 0
Gene8052 0 0
Gene8053 1 0
Gene8054 1 1
Gene8055 0 0
Gene8056 0 1
Gene8057 0 1
Gene8058 0 0
Gene8059 0 0
Gene8060 1 0
Gene8061 0 0
Gene8062 0 0
Gene8063 1 0
Gene8064 0 0
Gene8065 0 0
Gene8066 1 0
Gene8067 0 1
Gene8068 0 1
Gene8069 0 0
Gene8070 0 0
Gene8071 0 1
Gene8072 0 0
Gene8073 1 0
Gene8074 1 0
Gene8075 0 1
Gene8076 0 0
Gene8077 0 0
Gene8078 0 0
Gene8079 1 0
Gene8080 0 1
Gene8081 1 1
Gene8082 0 1
Gene8083 0 0
Gene8084 0 0
Gene8085 1 0
Gene8086 1 1
Gene8087 1 1
Gene8088 0 1
Gene8089 0 1
Gene8090 1 0
Gene8091 0 0
Gene8092 0 1
Gene8093 1 0
Gene8094 1 1
Gene8095 0 1
Gene8096 0 1
Gene8097 0 0
Gene8098 0 1
Gene8099 0 1
Gene8100 1 0
Gene8101 0 0
Gene8102 1 0
Gene8103 0 0
Gene8104 0 0
Gene8105 0 1
Gene8106 0 0
Gene8107 1 1
Gene8108 0 0
Gene8109 0 0
Gene8110 1 1
Gene8111 0 0
Gene8112 1 1
Gene8113 0 0
Gene8114 0 0
Gene8115 0 0
Gene8116 0 1
Gene8117 0 1
Gene8118 0 1
Gene8119 1 0
Gene8120 1 1
Gene8121 1 1
Gene8122 0 0
Gene8123 0 0
Gene8124 0 0
Gene8125 1 1
Gene8126 1 1
Gene8127 0 1
Gene8128 1 0
Gene8129 1 0
Gene8130 0 1
Gene8131 0 0
Gene8132 0 1
Gene8133 0 0
Gene8134 1 1
Gene8135 0 0
Gene8136 0 0
Gene8137 1 0
Gene8138 0 0
Gene8139 0 1
Gene8140 0 0
Gene8141 0 1
Gene8142 0 0
Gene8143 0 0
Gene8144 1 0
Gene8145 1 0
Gene8146 1 1
Gene8147 1 0
Gene8148 0 1
Gene8149 1 0
Gene8150 1 1
Gene8151 1 1
Gene8152 1 0
Gene8153 0 1
Gene8154 1 0
Gene8155 0 0
Gene8156 0 1
Gene8157 0 0
Gene8158 0 0
Gene8159 1 0
Gene8160 1 1
Gene8161 0 0
Gene8162 0 0
Gene8163 0 0
Gene8164 0 0
Gene8165 1 0
Gene8166 0 1
Gene8167 1 1
Gene8168 1 1
Gene8169 0 1
Gene8170 0 0
Gene8171 0 0
Gene8172 0 0
Gene8173 0 1
Gene8174 1 0
Gene8175 1 0
Gene8176 1 1
Gene8177 0 0
Gene8178 0 0
Gene8179 1 1
Gene8180 1 0
Gene8181 0 0
Gene8182 0 1
Gene8183 0 0
Gene8184 1 0
Gene8185 1 0
Gene8186 1 0
Gene8187 0 1
Gene8188 0 1
Gene8189 1 0
Gene8190 0 0
Gene8191 1 0
Gene8192 1 0
Gene8193 0 0
Gene8194 0 0
Gene8195 0 1
Gene8196 0 1
Gene8197 0 0
Gene8198 1 1
Gene8199 0 0
Gene8200 1 1
Gene8201 1 0
Gene8202 0 0
Gene8203 1 1
Gene8204 1 0
Gene8205 0 1
Gene8206 0 1
Gene8207 1 1
Gene8208 0 1
Gene8209 0 1
Gene8210 0 1
Gene8211 0 1
Gene8212 0 0
Gene8213 1 0
Gene8214 1 0
Gene8215 0 0
Gene8216 0 1
Gene8217 0 0
Gene8218 0 0
Gene8219 0 0
Gene8220 0 0
Gene8221 0 1
Gene8222 0 0
Gene8223 0 1
Gene8224 1 0
Gene8225 1 1
Gene8226 0 1
Gene8227 0 0
Gene8228 0 0
Gene8229 1 0
Gene8230 0 0
Gene8231 0 0
Gene8232 0 1
Gene8233 0 1
Gene8234 1 0
Gene8235 1 0
Gene8236 0 0
Gene8237 0 0
Gene8238 0 0
Gene8239 0 1
Gene8240 1 0
Gene8241 0 0
Gene8242 1 0
Gene8243 0 1
Gene8244 0 0
Gene8245 1 0
Gene8246 1 1
Gene8247 0 0
Gene8248 0 0
Gene8249 0 0
Gene8250 1 0
Gene8251 0 0
Gene8252 1 1
Gene8253 0 1
Gene8254 0 0
Gene8255 0 0
Gene8256 0 1
Gene8257 1 1
Gene8258 1 0
Gene8259 1 0
Gene8260 0 1
Gene8261 1 0
Gene8262 0 0
Gene8263 0 1
Gene8264 1 1
Gene8265 1 1
Gene8266 0 1
Gene8267 1 0
Gene8268 0 0
Gene8269 0 0
Gene8270 1 1
Gene8271 1 0
Gene8272 0 1
Gene8273 1 0
Gene8274 0 1
Gene8275 0 0
Gene8276 1 1
Gene8277 0 0
Gene8278 0 0
Gene8279 1 1
Gene8280 1 0
Gene8281 0 0
Gene8282 1 0
Gene8283 0 0
Gene8284 0 1
Gene8285 0 0
Gene8286 1 0
Gene8287 1 0
Gene8288 0 1
Gene8289 0 1
Gene8290 0 0
Gene8291 0 1
Gene8292 0 0
Gene8293 0 0
Gene8294 1 1
Gene8295 0 0
Gene8296 1 0
Gene8297 0 0
Gene8298 1 1
Gene8299 1 1
Gene8300 0 1
Gene8301 0 1
Gene8302 1 0
Gene8303 1 0
Gene8304 1 1
Gene8305 0 0
Gene8306 0 1
Gene8307 0 1
Gene8308 0 1
Gene8309 1 1
Gene8310 0 0
Gene8311 0 0
Gene8312 1 0
Gene8313 1 0
Gene8314 0 0
Gene8315 0 1
Gene8316 1 0
Gene8317 0 0
Gene8318 0 1
Gene8319 0 0
Gene8320 0 0
Gene8321 0 0
Gene8322 1 0
Gene8323 0 1
Gene8324 0 0
Gene8325 0 0
Gene8326 0 0
Gene8327 0 1
Gene8328 0 1
Gene8329 0 0
Gene8330 0 0
Gene8331 0 0
Gene8332 0 0
Gene8333 0 1
Gene8334 0 0
Gene8335 0 0
Gene8336 1 1
Gene8337 1 0
Gene8338 1 1
Gene8339 1 0
Gene8340 1 1
Gene8341 0 0
Gene8342 0 1
Gene8343 0 0
Gene8344 0 0
Gene8345 0 0
Gene8346 0 0
Gene8347 1 0
Gene8348 1 1
Gene8349 1 1
Gene8350 0 1
Gene8351 1 0
Gene8352 0 1
Gene8353 1 0
Gene8354 0 0
Gene8355 1 1
Gene8356 0 0
Gene8357 1 0
Gene8358 0 0
Gene8359 0 0
Gene8360 0 1
Gene8361 1 0
Gene8362 0 0
Gene8363 0 0
Gene8364 1 0
Gene8365 0 0
Gene8366 1 0
Gene8367 1 0
Gene8368 0 0
Gene8369 1 0
Gene8370 0 0
Gene8371 0 1
Gene8372 0 0
Gene8373 0 0
Gene8374 0 0
Gene8375 0 1
Gene8376 0 0
Gene8377 0 1
Gene8378 0 0
Gene8379 0 0
Gene8380 0 1
Gene8381 1 0
Gene8382 0 1
Gene8383 0 0
Gene8384 0 1
Gene8385 1 1
Gene8386 0 1
Gene8387 1 1
Gene8388 1 0
Gene8389 0 0
Gene8390 0 1
Gene8391 1 0
Gene8392 1 0
Gene8393 0 1
Gene8394 0 0
Gene8395 0 0
Gene8396 0 0
Gene8397 0 0
Gene8398 0 0
Gene8399 0 0
Gene8400 0 1
Gene8401 1 0
Gene8402 0 0
Gene8403 0 0
Gene8404 0 1
Gene8405 1 0
Gene8406 0 0
Gene8407 0 1
Gene8408 0 0
Gene8409 0 0
Gene8410 1 1
Gene8411 0 1
Gene8412 1 1
Gene8413 0 0
Gene8414 1 0
Gene8415 1 1
Gene8416 1 0
Gene8417 0 1
Gene8418 0 0
Gene8419 1 0
Gene8420 0 0
Gene8421 1 0
Gene8422 0 0
Gene8423 0 0
Gene8424 0 1
Gene8425 1 0
Gene8426 0 1
Gene8427 1 1
Gene8428 1 0
Gene8429 1 0
Gene8430 0 0
Gene8431 0 1
Gene8432 0 0
Gene8433 0 0
Gene8434 0 0
Gene8435 0 0
Gene8436 0 1
Gene8437 0 0
Gene8438 1 0
Gene8439 1 0
Gene8440 0 0
Gene8441 0 1
Gene8442 0 0
Gene8443 1 0
Gene8444 1 0
Gene8445 1 1
Gene8446 1 1
Gene8447 0 1
Gene8448 0 0
Gene8449 0 0
Gene8450 0 1
Gene8451 0 1
Gene8452 1 0
Gene8453 0 1
Gene8454 1 0
Gene8455 0 0
Gene8456 1 0
Gene8457 1 0
Gene8458 0 0
Gene8459 0 1
Gene8460 0 0
Gene8461 0 1
Gene8462 1 0
Gene8463 0 1
Gene8464 0 1
Gene8465 1 1
Gene8466 0 0
Gene8467 0 0
Gene8468 0 0
Gene8469 1 1
Gene8470 0 0
Gene8471 0 0
Gene8472 0 1
Gene8473 1 0
Gene8474 0 0
Gene8475 0 0
Gene8476 0 0
Gene8477 0 0
Gene8478 0 0
Gene8479 0 0
Gene8480 1 0
Gene8481 0 1
Gene8482 0 1
Gene8483 1 1
Gene8484 0 1
Gene8485 1 0
Gene8486 0 1
Gene8487 0 0
Gene8488 1 0
Gene8489 0 0
Gene8490 0 0
Gene8491 0 0
Gene8492 1 0
Gene8493 0 0
